iter	RMSE
478	11555.08177
479	11549.44251
480	11538.29662
481	11531.62169
482	11524.76717
483	11514.71808
484	11504.16013
485	11483.1514
486	11465.97738
487	11452.76855
488	11446.9124
489	11434.88574
490	11421.95004
491	11408.0029
492	11403.93952
493	11401.60148
494	11385.03201
495	11378.14834
496	11352.1468
497	11344.1263
498	11338.59424
499	11324.88138
500	11314.85542
501	11290.38567
502	11276.83063
503	11262.73882
504	11253.42846
505	11232.79634
506	11212.88919
507	11206.03788
508	11190.36088
509	11184.95949
510	11174.29365
511	11157.78502
512	11149.32358
513	11139.68799
514	11135.3506
515	11127.19223
516	11116.86436
517	11109.82775
518	11099.82486
519	11089.23403
520	11071.2405
521	11056.47193
522	11051.71321
523	11043.90455
524	11021.29444
525	11013.32949
526	10996.10942
527	10988.45053
528	10975.40826
529	10961.90616
530	10950.66924
531	10940.37355
532	10936.08326
533	10926.06251
534	10913.84984
535	10906.61984
536	10884.96926
537	10871.29323
538	10852.44924
539	10827.96211
540	10821.57421
541	10810.06674
542	10801.02236
543	10793.68154
544	10786.69788
545	10775.58073
546	10766.90842
547	10746.57758
548	10732.60132
549	10716.3178
550	10710.85709
551	10690.31976
552	10683.13375
553	10672.51488
554	10656.41712
555	10639.07286
556	10626.63443
557	10625.31793
558	10623.44611
559	10607.61349
560	10596.79005
561	10579.96227
562	10574.77158
563	10561.09793
564	10553.80196
565	10545.36065
566	10531.60363
567	10524.28912
568	10508.01467
569	10499.841
570	10493.78729
571	10485.69576
572	10482.12451
573	10478.23333
574	10464.68692
575	10447.11503
576	10437.85329
577	10425.13639
578	10415.62614
579	10382.334
580	10366.38625
581	10358.96423
582	10352.59323
583	10339.90257
584	10322.99948
585	10318.47022
586	10303.39707
587	10291.12175
588	10277.02489
589	10274.90703
590	10254.59595
591	10246.95058
592	10242.90522
593	10237.60846
594	10235.18639
595	10224.49721
596	10210.93436
597	10201.88725
598	10185.62708
599	10176.42275
600	10166.141
601	10162.81848
602	10156.15556
603	10148.68282
604	10146.45764
605	10131.7307
606	10118.20146
607	10108.49669
608	10101.80318
609	10087.24168
610	10075.50175
611	10053.89053
612	10047.78951
613	10041.35086
614	10019.35367
615	10013.75667
616	10009.24532
617	10000.05947
618	9993.559109
619	9988.514063
620	9978.626126
621	9968.861904
622	9958.830329
623	9944.496821
624	9937.536807
625	9930.652105
626	9918.326561
627	9904.225335
628	9891.976694
629	9875.404293
630	9864.865003
631	9856.3734
632	9851.74569
633	9847.093284
634	9837.923371
635	9831.905064
636	9830.189772
637	9814.958417
638	9809.234177
639	9796.921762
640	9792.417128
641	9786.562175
642	9777.887452
643	9756.636747
644	9746.711632
645	9745.707956
646	9743.127852
647	9732.641652
648	9714.940847
649	9710.399859
650	9697.495455
651	9682.653376
652	9674.9067
653	9671.826761
654	9665.543471
655	9652.315067
656	9642.240292
657	9630.760404
658	9616.234546
659	9613.424316
660	9610.529452
661	9593.541078
662	9591.864655
663	9569.655203
664	9553.238862
665	9549.329696
666	9540.119568
667	9534.887384
668	9523.115881
669	9513.360448
670	9504.211701
671	9497.275451
672	9486.079112
673	9471.504515
674	9447.630875
675	9433.333211
676	9428.842255
677	9421.616935
678	9412.484476
679	9397.829733
680	9396.420945
681	9389.414698
682	9387.095087
683	9382.972884
684	9372.409776
685	9361.24036
686	9354.713019
687	9344.410153
688	9324.306455
689	9298.863758
690	9290.040402
691	9288.538019
692	9271.066968
693	9256.479121
694	9243.151735
695	9232.570785
696	9223.534263
697	9216.536505
698	9211.012843
699	9205.091935
700	9200.902802
701	9189.959661
702	9180.248209
703	9175.189371
704	9171.735153
705	9166.880382
706	9160.785452
707	9155.015208
708	9144.329466
709	9132.864802
710	9124.839268
711	9118.24808
712	9109.723975
713	9090.260766
714	9079.381733
715	9074.490553
716	9066.154424
717	9063.10786
718	9060.614717
719	9053.398396
720	9037.540858
721	9028.939027
722	9022.955272
723	9013.190326
724	9010.9826
725	8993.022695
726	8988.368276
727	8972.65187
728	8966.377454
729	8964.138522
730	8950.964422
731	8946.536836
732	8931.854085
733	8919.879021
734	8914.800919
735	8914.215284
736	8908.189194
737	8898.822155
738	8891.382266
739	8886.072342
740	8872.431915
741	8863.430643
742	8859.813674
743	8849.68816
744	8831.744634
745	8822.320343
746	8817.283827
747	8815.251969
748	8804.757424
749	8800.138077
750	8792.603716
751	8776.826202
752	8773.025464
753	8769.068404
754	8749.888071
755	8743.963645
756	8735.676834
757	8724.719848
758	8715.223845
759	8709.148566
760	8705.815896
761	8699.471921
762	8697.077145
763	8694.687447
764	8691.348759
765	8677.299847
766	8666.793869
767	8661.687749
768	8645.144646
769	8630.744034
770	8617.947627
771	8615.017854
772	8601.430961
773	8593.50718
774	8590.77107
775	8577.09164
776	8570.207692
777	8559.106973
778	8555.865387
779	8547.008387
780	8540.021529
781	8529.859398
782	8513.771569
783	8510.798006
784	8507.249584
785	8497.380011
786	8491.459904
787	8484.531177
788	8480.103173
789	8467.679764
790	8462.582196
791	8450.074106
792	8442.91725
793	8440.512862
794	8435.753774
795	8426.408703
796	8420.929393
797	8415.586592
798	8413.888385
799	8411.14743
800	8405.177607
801	8383.104917
802	8371.39751
803	8366.98232
804	8355.733395
805	8351.543061
806	8342.683942
807	8336.221699
808	8327.611709
809	8323.887419
810	8321.543068
811	8308.264156
812	8307.111683
813	8305.196888
814	8286.603257
815	8278.500983
816	8271.907482
817	8267.23975
818	8251.508019
819	8244.856916
820	8241.712037
821	8239.568928
822	8233.397515
823	8228.627258
824	8221.962717
825	8210.538551
826	8206.743278
827	8204.114712
828	8200.4371
829	8194.356294
830	8193.145404
831	8172.201703
832	8158.55638
833	8157.847994
834	8152.787115
835	8141.049141
836	8132.750931
837	8128.598454
838	8116.93462
839	8114.11452
840	8107.619097
841	8100.198435
842	8089.47378
843	8086.109515
844	8072.904372
845	8061.63114
846	8053.491902
847	8044.85202
848	8040.536139
849	8036.864907
850	8032.923739
851	8028.185356
852	8017.556413
853	8016.699097
854	8006.638882
855	7994.557538
856	7986.064331
857	7973.52575
858	7960.540291
859	7956.003087
860	7952.046146
861	7944.63344
862	7933.793301
863	7931.131181
864	7923.11983
865	7916.91057
866	7905.755142
867	7901.696305
868	7893.796514
869	7891.442908
870	7882.575612
871	7880.90802
872	7877.196133
873	7870.672751
874	7867.575886
875	7860.21685
876	7854.230864
877	7848.27226
878	7840.217054
879	7833.500191
880	7829.732372
881	7823.994144
882	7821.514346
883	7818.254281
884	7809.332613
885	7802.460006
886	7795.65951
887	7790.680647
888	7784.870053
889	7782.156582
890	7777.012907
891	7760.593363
892	7742.32664
893	7735.012448
894	7730.724992
895	7729.919995
896	7724.354384
897	7712.681061
898	7706.40212
899	7695.41106
900	7687.49963
901	7683.421636
902	7677.840592
903	7672.211926
904	7663.518458
905	7655.150968
906	7651.685405
907	7640.186126
908	7636.772426
909	7634.534253
910	7622.437979
911	7612.30149
912	7602.11955
913	7592.644748
914	7586.207887
915	7575.672367
916	7571.296756
917	7567.5613
918	7560.244383
919	7552.429656
920	7546.560786
921	7540.346613
922	7533.842553
923	7532.299725
924	7531.658684
925	7530.282631
926	7520.40486
927	7513.765554
928	7503.596734
929	7496.673492
930	7489.827636
931	7487.3531
932	7483.849216
933	7478.886044
934	7476.808223
935	7468.613045
936	7464.08528
937	7451.506023
938	7449.403261
939	7446.483753
940	7444.432308
941	7432.535608
942	7425.923769
943	7422.836953
944	7416.10565
945	7409.1024
946	7401.676038
947	7398.510618
948	7385.533016
949	7377.228578
950	7376.460187
951	7365.289148
952	7361.590084
953	7358.552061
954	7356.030945
955	7351.095309
956	7342.178721
957	7337.32695
958	7332.469452
959	7325.913901
960	7324.856716
961	7320.33851
962	7315.774621
963	7310.680108
964	7299.42863
965	7291.129747
966	7279.750162
967	7275.999576
968	7268.518092
969	7261.789187
970	7253.8466
971	7250.754706
972	7245.030607
973	7239.434798
974	7230.032593
975	7225.835804
976	7218.267061
977	7210.947382
978	7206.185962
979	7199.003351
980	7190.131664
981	7185.965984
982	7183.401559
983	7181.133203
984	7179.676138
985	7169.431001
986	7162.446166
987	7158.745405
988	7154.209913
989	7143.689215
990	7133.563347
991	7126.537275
992	7119.987706
993	7112.015954
994	7110.9722
995	7108.177337
996	7101.998177
997	7096.552571
998	7089.927922
999	7085.684058
1000	7075.970381
1001	7073.094909
1002	7066.283692
1003	7060.435436
1004	7055.939633
1005	7049.137492
1006	7043.523044
1007	7039.21491
1008	7034.267221
1009	7027.327616
1010	7023.867955
1011	7020.499658
1012	7011.073202
1013	7004.931165
1014	6996.216818
1015	6992.957065
1016	6985.209236
1017	6975.658454
1018	6974.007569
1019	6970.68701
1020	6968.073861
1021	6965.21819
1022	6958.966816
1023	6957.87611
1024	6956.518204
1025	6955.583855
1026	6954.651667
1027	6952.882578
1028	6950.463692
1029	6943.942678
1030	6941.045559
1031	6940.760694
1032	6935.522643
1033	6926.539645
1034	6916.78615
1035	6915.146747
1036	6908.920424
1037	6906.134929
1038	6903.149551
1039	6896.8852
1040	6886.2138
1041	6879.372678
1042	6874.086842
1043	6865.952258
1044	6865.664061
1045	6861.720796
1046	6859.270841
1047	6857.674334
1048	6855.757524
1049	6851.502166
1050	6847.796825
1051	6842.094097
1052	6839.32476
1053	6833.587919
1054	6828.511054
1055	6822.911209
1056	6821.173087
1057	6814.737645
1058	6806.520152
1059	6799.191651
1060	6792.381597
1061	6790.040894
1062	6786.51222
1063	6781.893176
1064	6778.474155
1065	6770.388921
1066	6765.245696
1067	6757.138461
1068	6750.451013
1069	6748.413838
1070	6743.290612
1071	6740.332985
1072	6735.750113
1073	6732.605296
1074	6727.230061
1075	6725.975274
1076	6720.245407
1077	6714.285864
1078	6708.267076
1079	6694.202954
1080	6690.227896
1081	6684.618882
1082	6683.506704
1083	6681.152613
1084	6677.146157
1085	6672.163172
1086	6668.328622
1087	6662.764797
1088	6660.737659
1089	6653.571509
1090	6649.809302
1091	6644.042011
1092	6640.523455
1093	6634.57973
1094	6632.267369
1095	6627.855072
1096	6620.992116
1097	6606.340284
1098	6593.597591
1099	6591.701621
1100	6585.036714
1101	6583.225836
1102	6578.153143
1103	6571.316732
1104	6570.151217
1105	6568.186436
1106	6562.921024
1107	6557.632713
1108	6552.011284
1109	6550.977598
1110	6545.474444
1111	6539.939442
1112	6534.71875
1113	6532.933876
1114	6526.94853
1115	6525.080324
1116	6523.121112
1117	6519.530948
1118	6514.172029
1119	6510.645049
1120	6506.632531
1121	6501.553703
1122	6493.941448
1123	6491.212503
1124	6487.741013
1125	6479.235425
1126	6475.935725
1127	6471.80792
1128	6466.996672
1129	6460.653397
1130	6452.456867
1131	6446.488715
1132	6441.830399
1133	6434.780755
1134	6433.759332
1135	6429.710226
1136	6424.300796
1137	6420.682
1138	6415.574611
1139	6413.479368
1140	6410.464977
1141	6406.416246
1142	6400.309243
1143	6388.64678
1144	6384.037762
1145	6378.438909
1146	6371.226105
1147	6369.70643
1148	6366.671723
1149	6362.092346
1150	6356.437324
1151	6348.439908
1152	6342.414056
1153	6333.49386
1154	6323.942812
1155	6318.419322
1156	6311.053279
1157	6308.85206
1158	6306.565021
1159	6303.884269
1160	6302.469746
1161	6300.889112
1162	6293.479068
1163	6289.154798
1164	6284.962273
1165	6281.682738
1166	6279.961267
1167	6271.603454
1168	6268.457153
1169	6262.098417
1170	6258.157945
1171	6247.633898
1172	6244.279428
1173	6239.647238
1174	6236.910191
1175	6232.668106
1176	6225.868982
1177	6223.879913
1178	6220.111016
1179	6214.881389
1180	6208.803367
1181	6207.548656
1182	6205.468218
1183	6200.957977
1184	6196.344924
1185	6189.415873
1186	6183.03371
1187	6179.831889
1188	6173.146834
1189	6162.638848
1190	6158.051953
1191	6152.522557
1192	6145.205078
1193	6140.830475
1194	6139.000141
1195	6136.391374
1196	6127.234505
1197	6123.583058
1198	6115.082257
1199	6113.647746
1200	6108.345595
1201	6107.237857
1202	6106.230748
1203	6098.567977
1204	6096.745453
1205	6095.00189
1206	6094.293493
1207	6092.582925
1208	6081.685233
1209	6077.207002
1210	6074.008541
1211	6065.64532
1212	6055.325401
1213	6047.267714
1214	6044.664613
1215	6039.132265
1216	6038.454778
1217	6030.446281
1218	6025.991883
1219	6021.10712
1220	6016.595506
1221	6013.13199
1222	6010.968468
1223	6008.543172
1224	6006.739751
1225	6003.601818
1226	5998.888679
1227	5995.37962
1228	5992.230491
1229	5990.574236
1230	5984.875507
1231	5981.97687
1232	5980.374404
1233	5970.350532
1234	5967.480411
1235	5966.891481
1236	5964.269861
1237	5961.407183
1238	5957.390059
1239	5955.581972
1240	5948.589915
1241	5946.522952
1242	5946.156819
1243	5944.24373
1244	5941.525726
1245	5940.243293
1246	5936.660231
1247	5930.405316
1248	5924.652483
1249	5918.518913
1250	5918.118703
1251	5912.371571
1252	5903.310293
1253	5895.631166
1254	5894.006735
1255	5888.504157
1256	5886.676814
1257	5885.058184
1258	5880.844804
1259	5870.195234
1260	5868.804015
1261	5866.752887
1262	5859.427776
1263	5852.938433
1264	5848.395925
1265	5845.78865
1266	5835.416046
1267	5834.585383
1268	5827.945522
1269	5822.373003
1270	5817.708963
1271	5816.032931
1272	5811.803325
1273	5808.984819
1274	5806.084747
1275	5802.448481
1276	5796.972911
1277	5790.160578
1278	5783.815361
1279	5777.064654
1280	5768.732034
1281	5766.436229
1282	5763.639241
1283	5759.417337
1284	5758.733348
1285	5756.067748
1286	5748.176519
1287	5744.814742
1288	5736.568113
1289	5731.000591
1290	5723.779767
1291	5719.157102
1292	5714.810209
1293	5712.432997
1294	5708.060279
1295	5703.864561
1296	5700.977004
1297	5695.691298
1298	5689.249201
1299	5687.047412
1300	5686.798171
1301	5685.118533
1302	5679.459865
1303	5679.238025
1304	5674.666614
1305	5672.478021
1306	5666.075719
1307	5661.75391
1308	5653.21611
1309	5650.774428
1310	5645.558309
1311	5641.954337
1312	5638.091292
1313	5635.832365
1314	5635.486609
1315	5633.846612
1316	5631.535509
1317	5629.261162
1318	5622.385871
1319	5614.999065
1320	5610.724451
1321	5609.25443
1322	5601.744289
1323	5595.174378
1324	5594.440794
1325	5590.738495
1326	5582.927997
1327	5576.577363
1328	5573.096107
1329	5568.157791
1330	5559.396464
1331	5550.52201
1332	5542.842384
1333	5539.266736
1334	5533.789308
1335	5528.390404
1336	5525.033088
1337	5522.483676
1338	5519.20203
1339	5514.831287
1340	5511.965984
1341	5510.848506
1342	5508.804897
1343	5505.731039
1344	5502.512339
1345	5494.249918
1346	5492.455695
1347	5487.41539
1348	5485.5636
1349	5484.060663
1350	5482.56413
1351	5479.00053
1352	5474.78566
1353	5469.522108
1354	5467.983441
1355	5466.291269
1356	5463.976655
1357	5462.145453
1358	5459.736641
1359	5456.472701
1360	5454.798173
1361	5452.317359
1362	5450.877748
1363	5445.750511
1364	5439.284646
1365	5437.832918
1366	5436.009878
1367	5434.17091
1368	5428.462327
1369	5426.156221
1370	5421.139879
1371	5415.207182
1372	5412.448627
1373	5409.095019
1374	5408.95649
1375	5404.10548
1376	5402.737074
1377	5401.342236
1378	5397.191159
1379	5394.080122
1380	5387.789924
1381	5382.474483
1382	5377.713148
1383	5368.80157
1384	5364.168843
1385	5361.265084
1386	5358.094631
1387	5350.388132
1388	5349.123898
1389	5345.789395
1390	5342.029118
1391	5339.389256
1392	5334.882908
1393	5330.229769
1394	5327.759628
1395	5326.27403
1396	5323.448666
1397	5321.645614
1398	5320.870532
1399	5318.960709
1400	5317.206519
1401	5313.359999
1402	5310.748991
1403	5302.679957
1404	5295.527457
1405	5291.441372
1406	5285.184651
1407	5281.700958
1408	5279.592715
1409	5271.423027
1410	5269.622114
1411	5265.696442
1412	5263.360837
1413	5259.957775
1414	5256.592082
1415	5253.346632
1416	5248.649365
1417	5246.820745
1418	5245.727426
1419	5243.108108
1420	5233.698625
1421	5232.91883
1422	5225.865
1423	5224.07549
1424	5222.981503
1425	5220.353258
1426	5217.440744
1427	5216.793071
1428	5214.472732
1429	5213.362095
1430	5206.172823
1431	5200.598189
1432	5196.414123
1433	5194.779499
1434	5188.054627
1435	5185.317278
1436	5183.005762
1437	5180.049606
1438	5179.819141
1439	5172.512578
1440	5166.394557
1441	5165.03548
1442	5164.255768
1443	5161.109415
1444	5159.138476
1445	5157.226798
1446	5154.522281
1447	5152.729136
1448	5150.327991
1449	5148.554812
1450	5143.012558
1451	5140.191431
1452	5138.913822
1453	5136.277778
1454	5134.974294
1455	5130.087147
1456	5126.151495
1457	5122.664683
1458	5116.860417
1459	5116.368404
1460	5113.826317
1461	5112.31678
1462	5110.459121
1463	5105.129874
1464	5102.26196
1465	5099.201161
1466	5096.995333
1467	5096.89335
1468	5092.174257
1469	5084.030579
1470	5083.291222
1471	5081.904748
1472	5076.954709
1473	5071.614156
1474	5070.037303
1475	5068.309965
1476	5068.24655
1477	5067.231562
1478	5063.952258
1479	5060.506697
1480	5058.550473
1481	5058.490079
1482	5057.547854
1483	5057.266802
1484	5053.691903
1485	5051.733441
1486	5050.456584
1487	5049.873478
1488	5047.815989
1489	5041.448607
1490	5040.790284
1491	5038.190713
1492	5035.989441
1493	5031.984928
1494	5025.701808
1495	5019.541286
1496	5017.663218
1497	5011.598711
1498	5007.045993
1499	5000.883905
1500	4997.518822
1501	4996.636402
1502	4991.469164
1503	4986.574977
1504	4984.838144
1505	4983.142078
1506	4982.663329
1507	4976.664018
1508	4974.002917
1509	4970.935913
1510	4967.567645
1511	4962.666935
1512	4957.005063
1513	4954.270071
1514	4951.880194
1515	4950.768375
1516	4943.336032
1517	4938.913375
1518	4936.900516
1519	4934.977696
1520	4932.939619
1521	4929.186512
1522	4926.843564
1523	4924.303925
1524	4921.080005
1525	4918.782933
1526	4916.319228
1527	4915.723756
1528	4912.93508
1529	4911.193774
1530	4909.36455
1531	4906.930199
1532	4905.57846
1533	4903.319502
1534	4899.573147
1535	4897.501555
1536	4896.165264
1537	4889.931564
1538	4888.412822
1539	4885.491583
1540	4880.960268
1541	4878.604737
1542	4876.66024
1543	4873.430639
1544	4866.56463
1545	4862.39752
1546	4859.04078
1547	4857.298525
1548	4853.196572
1549	4847.738486
1550	4846.624801
1551	4842.71648
1552	4841.01278
1553	4835.068621
1554	4831.264594
1555	4825.432247
1556	4822.690259
1557	4814.662547
1558	4812.044837
1559	4808.784357
1560	4805.681034
1561	4803.116249
1562	4800.865611
1563	4797.295821
1564	4795.332877
1565	4792.724629
1566	4792.5991
1567	4790.82613
1568	4789.163654
1569	4788.258164
1570	4785.183514
1571	4780.134601
1572	4780.054276
1573	4777.606892
1574	4776.218311
1575	4772.517818
1576	4765.031766
1577	4761.955871
1578	4760.863474
1579	4755.311031
1580	4750.016066
1581	4743.539791
1582	4739.168712
1583	4733.646708
1584	4731.204019
1585	4727.681926
1586	4724.980021
1587	4721.580568
1588	4717.301674
1589	4712.0838
1590	4706.450052
1591	4705.04079
1592	4704.276205
1593	4702.874483
1594	4700.594552
1595	4699.25653
1596	4696.269167
1597	4694.141064
1598	4691.721483
1599	4687.938308
1600	4685.656415
1601	4683.505644
1602	4681.967951
1603	4679.735402
1604	4676.211748
1605	4675.435046
1606	4674.65804
1607	4667.355408
1608	4663.762022
1609	4658.435472
1610	4657.999887
1611	4655.030919
1612	4650.862616
1613	4649.264009
1614	4646.774294
1615	4642.389885
1616	4639.329473
1617	4635.619981
1618	4633.343134
1619	4632.927889
1620	4630.237721
1621	4628.862199
1622	4625.959862
1623	4623.516957
1624	4621.4411
1625	4618.783004
1626	4617.896026
1627	4614.707804
1628	4609.4777
1629	4604.617773
1630	4597.159616
1631	4594.419577
1632	4591.599338
1633	4588.598935
1634	4586.381835
1635	4584.175795
1636	4582.823178
1637	4581.133985
1638	4576.410846
1639	4574.772045
1640	4571.422988
1641	4567.82339
1642	4563.953875
1643	4562.066249
1644	4560.990326
1645	4556.494868
1646	4552.259175
1647	4550.647574
1648	4549.919237
1649	4545.834394
1650	4543.357211
1651	4536.990833
1652	4533.740271
1653	4527.648948
1654	4524.047932
1655	4521.0969
1656	4517.44194
1657	4517.114451
1658	4516.181773
1659	4512.119095
1660	4510.511423
1661	4509.107465
1662	4505.457655
1663	4500.229741
1664	4495.624368
