iter	Passed	Remaining
207	12080	104075
208	12127	103921
209	12172	103759
210	12215	103573
211	12260	103406
212	12304	103229
213	12352	103094
214	12396	102922
215	12445	102790
216	12501	102719
217	12575	102798
218	12639	102787
219	12687	102656
220	12732	102497
221	12778	102342
222	12824	102194
223	12872	102059
224	12918	101909
225	12965	101770
226	13009	101612
227	13056	101474
228	13101	101325
229	13147	101174
230	13191	101017
231	13238	100884
232	13285	100751
233	13329	100598
234	13376	100465
235	13420	100311
236	13467	100180
237	13512	100037
238	13557	99894
239	13604	99763
240	13652	99643
241	13699	99520
242	13745	99382
243	13794	99272
244	13840	99139
245	13887	99015
246	13934	98897
247	13980	98768
248	14026	98638
249	14073	98512
250	14120	98396
251	14167	98275
252	14215	98160
253	14260	98023
254	14305	97892
255	14350	97762
256	14390	97596
257	14436	97474
258	14482	97350
259	14527	97222
260	14572	97092
261	14616	96962
262	14660	96827
263	14735	96899
264	14794	96859
265	14839	96736
266	14888	96633
267	14934	96517
268	14980	96399
269	15025	96273
270	15071	96154
271	15116	96035
272	15161	95912
273	15205	95784
274	15249	95653
275	15297	95552
276	15341	95424
277	15387	95312
278	15438	95234
279	15490	95154
280	15549	95121
281	15595	95013
282	15639	94886
283	15685	94777
284	15732	94671
285	15777	94553
286	15824	94452
287	15869	94336
288	15915	94223
289	15959	94103
290	16004	93993
291	16050	93884
292	16096	93779
293	16143	93673
294	16187	93557
295	16233	93452
296	16277	93335
297	16322	93221
298	16368	93119
299	16414	93015
300	16462	92920
301	16507	92815
302	16552	92705
303	16597	92595
304	16641	92484
305	16684	92366
306	16725	92237
307	16771	92135
308	16817	92031
309	16874	91991
310	16942	92012
311	17002	91986
312	17051	91903
313	17095	91792
314	17139	91683
315	17185	91583
316	17230	91476
317	17274	91369
318	17319	91265
319	17364	91165
320	17410	91066
321	17456	90970
322	17506	90890
323	17549	90782
324	17595	90686
325	17642	90594
326	17689	90505
327	17734	90404
328	17778	90299
329	17825	90206
330	17871	90112
331	17916	90012
332	17961	89915
333	18005	89813
334	18052	89723
335	18098	89631
336	18144	89536
337	18189	89440
338	18236	89352
339	18279	89245
340	18326	89159
341	18371	89066
342	18417	88971
343	18464	88885
344	18510	88795
345	18556	88705
346	18603	88620
347	18655	88558
348	18698	88456
349	18744	88366
350	18789	88275
351	18833	88172
352	18880	88092
353	18927	88007
354	18973	87920
355	19020	87834
356	19073	87781
357	19139	87786
358	19197	87750
359	19243	87666
360	19290	87583
361	19337	87498
362	19383	87414
363	19435	87352
364	19485	87282
365	19528	87184
366	19572	87090
367	19618	87005
368	19663	86911
369	19709	86827
370	19755	86744
371	19797	86640
372	19842	86552
373	19888	86468
374	19935	86388
375	19981	86302
376	20026	86216
377	20072	86129
378	20116	86038
379	20162	85954
380	20205	85859
381	20254	85787
382	20295	85684
383	20341	85603
384	20387	85520
385	20434	85442
386	20479	85356
387	20526	85278
388	20571	85195
389	20616	85108
390	20666	85043
391	20716	84981
392	20767	84917
393	20809	84823
394	20854	84736
395	20903	84668
396	20952	84601
397	20999	84525
398	21047	84454
399	21114	84457
400	21161	84381
401	21208	84305
402	21256	84235
403	21336	84288
404	21413	84333
405	21457	84245
406	21501	84156
407	21545	84069
408	21587	83976
409	21630	83883
410	21672	83788
411	21717	83707
412	21766	83640
413	21808	83547
414	21855	83473
415	21903	83400
416	21949	83322
417	21993	83239
418	22044	83180
419	22086	83089
420	22130	83001
421	22177	82929
422	22221	82844
423	22268	82771
424	22312	82686
425	22376	82675
426	22426	82614
427	22476	82552
428	22520	82469
429	22567	82397
430	22624	82360
431	22673	82296
432	22724	82238
433	22778	82192
434	22833	82148
435	22887	82100
436	22940	82051
437	22991	81993
438	23038	81922
439	23085	81848
440	23138	81797
441	23183	81720
442	23231	81650
443	23277	81577
444	23326	81513
445	23393	81510
446	23451	81475
447	23529	81513
448	23594	81502
449	23643	81439
450	23688	81361
451	23733	81283
452	23779	81208
453	23826	81134
454	23871	81057
455	23920	80992
456	23971	80937
457	24015	80856
458	24062	80783
459	24107	80708
460	24153	80633
461	24199	80559
462	24245	80485
463	24290	80411
464	24335	80334
465	24382	80263
466	24430	80197
467	24476	80125
468	24523	80053
469	24567	79976
470	24615	79908
471	24662	79841
472	24708	79767
473	24752	79688
474	24797	79612
475	24844	79542
476	24888	79467
477	24933	79391
478	24977	79313
479	25027	79252
480	25070	79171
481	25114	79094
482	25161	79025
483	25206	78951
484	25251	78878
485	25296	78803
486	25344	78741
487	25391	78672
488	25437	78600
489	25482	78527
490	25527	78454
491	25571	78378
492	25633	78355
493	25694	78332
494	25764	78335
495	25814	78276
496	25861	78207
497	25906	78136
498	25957	78079
499	26003	78009
500	26047	77935
501	26090	77857
502	26136	77784
503	26183	77720
504	26229	77648
505	26276	77582
506	26321	77510
507	26369	77447
508	26417	77384
509	26462	77311
510	26506	77237
511	26551	77164
512	26599	77103
513	26645	77032
514	26690	76961
515	26734	76886
516	26779	76817
517	26823	76743
518	26870	76675
519	26914	76601
520	26959	76532
521	27008	76472
522	27053	76402
523	27099	76333
524	27144	76262
525	27194	76205
526	27237	76130
527	27282	76061
528	27328	75993
529	27381	75945
530	27429	75882
531	27473	75809
532	27517	75736
533	27562	75667
534	27609	75602
535	27652	75528
536	27695	75453
537	27741	75387
538	27803	75363
539	27876	75370
540	27945	75364
541	27993	75304
542	28039	75236
543	28082	75162
544	28127	75092
545	28171	75021
546	28215	74949
547	28258	74873
548	28302	74802
549	28345	74729
550	28392	74666
551	28437	74596
552	28480	74523
553	28524	74452
554	28569	74383
555	28617	74322
556	28661	74253
557	28708	74190
558	28754	74124
559	28800	74058
560	28844	73987
561	28891	73925
562	28937	73860
563	28982	73792
564	29030	73731
565	29075	73664
566	29118	73592
567	29162	73521
568	29206	73451
569	29248	73377
570	29292	73308
571	29337	73240
572	29383	73175
573	29428	73110
574	29474	73046
575	29519	72978
576	29566	72915
577	29610	72848
578	29655	72780
579	29698	72710
580	29742	72640
581	29788	72576
582	29833	72511
583	29878	72445
584	29921	72373
585	29972	72323
586	30054	72347
587	30125	72341
588	30172	72280
589	30220	72222
590	30264	72153
591	30310	72088
592	30355	72023
593	30403	71965
594	30451	71905
595	30496	71841
596	30540	71773
597	30585	71708
598	30632	71646
599	30674	71574
600	30720	71510
601	30764	71443
602	30807	71373
603	30852	71308
604	30897	71242
605	30944	71183
606	30990	71118
607	31037	71058
608	31084	70999
609	31128	70933
610	31189	70904
611	31233	70836
612	31280	70777
613	31323	70707
614	31372	70651
615	31418	70590
616	31467	70535
617	31514	70473
618	31557	70406
619	31602	70341
620	31648	70278
621	31694	70217
622	31739	70152
623	31785	70090
624	31831	70028
625	31876	69965
626	31922	69903
627	31967	69839
628	32014	69780
629	32059	69717
630	32106	69656
631	32150	69591
632	32243	69631
633	32301	69596
634	32349	69539
635	32393	69472
636	32438	69409
637	32483	69345
638	32530	69287
639	32574	69221
640	32618	69154
641	32669	69105
642	32714	69041
643	32760	68980
644	32803	68913
645	32847	68847
646	32888	68777
647	32938	68723
648	32985	68664
649	33044	68630
650	33106	68602
651	33166	68572
652	33226	68538
653	33287	68508
654	33345	68472
655	33407	68443
656	33469	68416
657	33529	68384
658	33588	68349
659	33647	68314
660	33702	68272
661	33757	68228
662	33809	68180
663	33858	68124
664	33907	68069
665	33957	68017
666	34004	67958
667	34048	67893
668	34094	67831
669	34140	67772
670	34185	67708
671	34230	67646
672	34277	67587
673	34323	67526
674	34386	67498
675	34443	67460
676	34511	67443
677	34560	67386
678	34604	67323
679	34653	67268
680	34696	67203
681	34744	67144
682	34789	67082
683	34836	67023
684	34881	66962
685	34928	66903
686	34975	66846
687	35020	66783
688	35082	66753
689	35128	66693
690	35183	66649
691	35230	66592
692	35292	66561
693	35350	66523
694	35421	66510
695	35487	66487
696	35547	66453
697	35606	66417
698	35664	66380
699	35723	66342
700	35781	66305
701	35838	66266
702	35893	66222
703	35950	66182
704	36002	66132
705	36056	66087
706	36109	66038
707	36157	65982
708	36207	65928
709	36255	65872
710	36301	65811
711	36350	65758
712	36400	65704
713	36453	65657
714	36500	65598
715	36558	65559
716	36622	65532
717	36699	65528
718	36758	65490
719	36822	65462
720	36886	65434
721	36948	65401
722	37005	65361
723	37067	65328
724	37129	65296
725	37186	65255
726	37236	65202
727	37290	65155
728	37339	65101
729	37390	65050
730	37435	64987
731	37486	64935
732	37532	64875
733	37580	64818
734	37626	64758
735	37673	64700
736	37717	64637
737	37762	64574
738	37809	64516
739	37855	64456
740	37903	64400
741	37950	64342
742	37996	64282
743	38040	64219
744	38087	64160
745	38132	64098
746	38178	64039
747	38230	63990
748	38291	63956
749	38353	63922
750	38415	63889
751	38474	63852
752	38531	63810
753	38586	63765
754	38634	63707
755	38679	63646
756	38726	63589
757	38798	63571
758	38869	63552
759	38915	63494
760	38964	63438
761	39009	63377
762	39057	63320
763	39102	63259
764	39145	63196
765	39191	63136
766	39238	63077
767	39283	63017
768	39326	62953
769	39373	62895
770	39416	62830
771	39461	62770
772	39507	62711
773	39552	62650
774	39598	62590
775	39645	62532
776	39688	62469
777	39730	62405
778	39777	62346
779	39820	62283
780	39862	62218
781	39909	62161
782	39957	62105
783	40001	62043
784	40046	61982
785	40091	61922
786	40133	61857
787	40179	61798
788	40222	61736
789	40263	61669
790	40313	61616
791	40356	61553
792	40402	61495
793	40447	61436
794	40495	61380
795	40540	61320
796	40590	61267
797	40636	61209
798	40680	61147
799	40728	61092
800	40772	61030
801	40817	60971
802	40862	60912
803	40907	60852
804	40967	60814
805	41032	60784
806	41094	60751
807	41143	60696
808	41186	60634
809	41230	60573
810	41276	60515
811	41322	60456
812	41368	60398
813	41412	60338
814	41457	60278
815	41503	60220
816	41549	60163
817	41595	60105
818	41640	60045
819	41685	59985
820	41730	59927
821	41775	59867
822	41821	59809
823	41865	59750
824	41913	59695
825	41962	59641
826	42009	59585
827	42053	59525
828	42102	59471
829	42146	59411
830	42190	59351
831	42234	59290
832	42278	59230
833	42324	59172
834	42365	59109
835	42412	59052
836	42457	58994
837	42506	58940
838	42551	58882
839	42593	58820
840	42636	58758
841	42678	58695
842	42739	58659
843	42782	58597
844	42828	58540
845	42874	58483
846	42919	58425
847	42967	58371
848	43011	58311
849	43058	58255
850	43103	58197
851	43186	58190
852	43239	58142
853	43289	58091
854	43338	58038
855	43386	57984
856	43431	57925
857	43477	57869
858	43521	57809
859	43568	57754
860	43614	57697
861	43658	57637
862	43705	57581
863	43750	57523
864	43796	57466
865	43839	57406
866	43887	57351
867	43931	57293
868	43977	57236
869	44021	57177
870	44064	57117
871	44108	57057
872	44152	56998
873	44192	56934
874	44236	56875
875	44281	56817
876	44323	56755
877	44366	56695
878	44411	56639
879	44458	56583
880	44503	56525
881	44549	56470
882	44591	56408
883	44632	56346
884	44678	56290
885	44722	56230
886	44768	56174
887	44813	56117
888	44856	56058
889	44901	56000
890	44945	55942
891	44992	55887
892	45037	55829
893	45083	55774
894	45130	55719
895	45174	55661
896	45220	55606
897	45264	55547
898	45311	55493
899	45393	55481
900	45453	55441
901	45504	55392
902	45550	55336
903	45595	55279
904	45640	55222
905	45686	55166
906	45730	55108
907	45776	55052
908	45823	54998
909	45867	54940
910	45912	54883
911	45956	54825
912	46001	54768
913	46047	54713
914	46093	54657
915	46139	54601
916	46183	54544
917	46227	54485
918	46273	54430
919	46316	54371
920	46363	54316
921	46408	54261
922	46455	54206
923	46499	54148
924	46545	54093
925	46594	54041
926	46636	53982
927	46683	53927
928	46727	53869
929	46774	53815
930	46820	53760
931	46866	53705
932	46912	53650
933	46960	53597
934	47023	53562
935	47066	53502
936	47113	53448
937	47157	53391
938	47203	53336
939	47247	53278
940	47293	53224
941	47338	53168
942	47384	53112
943	47428	53055
944	47473	52999
945	47546	52975
946	47598	52926
947	47655	52883
948	47702	52830
949	47748	52774
950	47791	52716
951	47836	52659
952	47880	52602
953	47922	52543
954	47967	52487
955	48012	52432
956	48060	52379
957	48107	52325
958	48157	52275
959	48202	52219
960	48246	52162
961	48290	52105
962	48333	52047
963	48381	51995
964	48426	51939
965	48473	51885
966	48534	51846
967	48593	51805
968	48635	51747
969	48681	51693
970	48724	51635
971	48769	51579
972	48813	51522
973	48860	51468
974	48905	51412
975	48949	51356
976	48995	51302
977	49038	51245
978	49083	51189
979	49130	51135
980	49174	51079
981	49221	51025
982	49266	50970
983	49311	50915
984	49355	50858
985	49398	50800
986	49443	50746
987	49487	50689
988	49532	50634
989	49575	50577
990	49621	50522
991	49668	50469
992	49742	50444
993	49808	50410
994	49856	50357
995	49901	50302
996	49948	50249
997	49992	50192
998	50038	50138
999	50085	50085
1000	50131	50031
1001	50176	49975
1002	50220	49920
1003	50266	49866
1004	50312	49811
1005	50358	49758
1006	50402	49701
1007	50450	49649
1008	50493	49592
1009	50539	49538
1010	50585	49484
1011	50630	49429
1012	50675	49375
1013	50719	49319
1014	50763	49263
1015	50807	49207
1016	50852	49152
1017	50901	49101
1018	50945	49045
1019	50990	48991
1020	51038	48938
1021	51083	48884
1022	51129	48830
1023	51172	48774
1024	51215	48717
1025	51258	48660
1026	51305	48607
1027	51350	48553
1028	51395	48498
1029	51441	48444
1030	51483	48387
1031	51529	48333
1032	51573	48278
1033	51617	48222
1034	51661	48167
1035	51704	48111
1036	51750	48057
1037	51791	47999
1038	51838	47946
1039	51901	47908
1040	51962	47869
1041	52029	47834
1042	52077	47783
1043	52130	47736
1044	52175	47682
1045	52218	47626
1046	52265	47572
1047	52307	47516
1048	52352	47461
1049	52399	47408
1050	52443	47353
1051	52486	47298
1052	52533	47245
1053	52578	47191
1054	52624	47137
1055	52669	47083
1056	52715	47029
1057	52759	46974
1058	52804	46920
1059	52849	46866
1060	52893	46811
1061	52939	46758
1062	52982	46702
1063	53030	46650
1064	53076	46597
1065	53132	46552
1066	53178	46499
1067	53223	46445
1068	53268	46391
1069	53314	46339
1070	53359	46284
1071	53403	46229
1072	53449	46177
1073	53493	46122
1074	53538	46068
1075	53581	46012
1076	53624	45957
1077	53670	45903
1078	53714	45849
1079	53762	45797
1080	53810	45746
1081	53855	45692
1082	53898	45637
1083	53943	45583
1084	53987	45528
1085	54033	45475
1086	54102	45442
1087	54161	45399
1088	54214	45353
1089	54260	45299
1090	54306	45247
1091	54349	45192
1092	54395	45138
1093	54439	45084
1094	54483	45030
1095	54526	44974
1096	54572	44921
1097	54618	44868
1098	54662	44814
1099	54707	44760
1100	54750	44705
1101	54795	44651
1102	54840	44598
1103	54882	44542
1104	54927	44488
1105	54972	44435
1106	55019	44383
1107	55066	44331
1108	55110	44277
1109	55158	44225
1110	55202	44172
1111	55246	44117
1112	55290	44063
1113	55334	44009
1114	55378	43955
1115	55429	43906
1116	55473	43852
1117	55517	43798
1118	55564	43746
1119	55608	43692
1120	55653	43639
1121	55697	43584
1122	55741	43531
1123	55788	43479
1124	55833	43426
1125	55880	43374
1126	55924	43320
1127	55969	43267
1128	56012	43212
1129	56058	43159
1130	56103	43106
1131	56148	43053
1132	56194	43001
1133	56266	42968
1134	56333	42932
1135	56387	42885
1136	56434	42834
1137	56478	42780
1138	56525	42728
1139	56569	42675
1140	56618	42625
1141	56661	42570
1142	56704	42515
1143	56750	42463
1144	56791	42407
1145	56837	42355
1146	56876	42298
1147	56921	42245
1148	56964	42190
1149	57009	42137
1150	57057	42086
1151	57101	42032
1152	57146	41979
1153	57188	41924
1154	57232	41871
1155	57273	41815
1156	57317	41762
1157	57362	41708
1158	57401	41652
1159	57448	41600
1160	57488	41544
1161	57531	41490
1162	57574	41436
1163	57617	41381
1164	57663	41329
1165	57706	41275
1166	57749	41221
1167	57792	41167
1168	57838	41115
1169	57883	41062
1170	57928	41009
1171	57975	40958
1172	58020	40906
1173	58066	40854
1174	58111	40801
1175	58154	40747
1176	58201	40696
1177	58247	40644
1178	58292	40592
1179	58336	40539
1180	58381	40486
1181	58458	40455
1182	58517	40413
1183	58565	40362
1184	58615	40313
1185	58660	40261
1186	58703	40207
1187	58750	40156
1188	58794	40102
1189	58842	40052
1190	58885	39998
1191	58931	39946
1192	58975	39893
1193	59021	39841
1194	59068	39790
1195	59112	39737
1196	59158	39686
1197	59202	39633
1198	59250	39582
1199	59295	39530
1200	59339	39477
1201	59384	39424
1202	59431	39373
1203	59477	39322
1204	59521	39269
1205	59567	39218
1206	59612	39165
1207	59657	39113
1208	59701	39060
1209	59746	39008
1210	59789	38954
1211	59836	38903
1212	59881	38851
1213	59926	38799
1214	59971	38747
1215	60017	38695
1216	60062	38643
1217	60109	38592
1218	60152	38539
1219	60198	38487
1220	60246	38437
1221	60288	38383
1222	60340	38336
1223	60384	38282
1224	60429	38230
1225	60473	38178
1226	60517	38125
1227	60560	38072
1228	60625	38032
1229	60688	37991
1230	60750	37950
1231	60798	37900
1232	60845	37849
1233	60888	37796
1234	60932	37743
1235	60977	37691
1236	61018	37637
1237	61063	37585
1238	61110	37534
1239	61151	37479
1240	61196	37427
1241	61240	37375
1242	61287	37324
1243	61332	37272
1244	61376	37220
1245	61425	37170
1246	61469	37118
1247	61514	37066
1248	61558	37013
1249	61600	36960
1250	61644	36907
1251	61688	36855
1252	61733	36803
1253	61776	36750
1254	61821	36698
1255	61862	36644
1256	61907	36592
1257	61957	36544
1258	62000	36490
1259	62045	36439
1260	62091	36388
1261	62135	36336
1262	62179	36283
1263	62226	36233
1264	62270	36180
1265	62312	36127
1266	62357	36075
1267	62396	36020
1268	62441	35968
1269	62479	35913
1270	62522	35860
1271	62574	35813
1272	62619	35761
1273	62666	35710
1274	62710	35659
1275	62756	35608
1276	62855	35586
1277	62918	35545
1278	62966	35495
1279	63009	35442
1280	63055	35391
1281	63105	35343
1282	63150	35291
1283	63196	35240
1284	63240	35188
1285	63285	35136
1286	63331	35085
1287	63375	35033
1288	63421	34982
1289	63462	34929
1290	63508	34878
1291	63550	34824
1292	63594	34772
1293	63638	34720
1294	63680	34667
1295	63725	34616
1296	63769	34564
1297	63816	34514
1298	63860	34461
1299	63923	34420
1300	63968	34368
1301	64011	34316
1302	64057	34265
1303	64103	34214
1304	64147	34162
1305	64190	34110
1306	64238	34060
1307	64284	34009
1308	64337	33962
1309	64383	33912
1310	64429	33861
1311	64475	33810
1312	64520	33759
1313	64577	33714
1314	64623	33663
1315	64670	33613
1316	64719	33563
1317	64765	33512
1318	64823	33468
1319	64868	33417
1320	64912	33365
1321	64955	33313
1322	65024	33273
1323	65077	33227
1324	65134	33181
1325	65180	33130
1326	65224	33079
1327	65270	33028
1328	65322	32980
1329	65366	32928
1330	65413	32878
1331	65456	32826
1332	65501	32775
1333	65547	32724
1334	65590	32672
1335	65637	32622
1336	65678	32569
1337	65727	32520
1338	65771	32468
1339	65816	32417
1340	65862	32366
1341	65907	32315
1342	65951	32263
1343	65996	32212
1344	66042	32161
1345	66086	32110
1346	66134	32060
1347	66180	32010
1348	66224	31958
1349	66270	31907
1350	66317	31857
1351	66361	31806
1352	66406	31755
1353	66451	31704
1354	66497	31653
1355	66540	31602
1356	66585	31550
1357	66632	31500
1358	66678	31450
1359	66725	31400
1360	66769	31348
1361	66814	31297
1362	66858	31246
1363	66903	31195
1364	66947	31144
1365	66992	31093
1366	67035	31041
1367	67080	30990
1368	67129	30941
1369	67178	30892
1370	67247	30852
1371	67305	30807
1372	67353	30757
1373	67400	30708
1374	67444	30656
1375	67489	30605
1376	67536	30555
1377	67580	30504
1378	67626	30453
1379	67669	30402
1380	67714	30351
1381	67764	30302
1382	67809	30251
1383	67854	30201
1384	67898	30149
1385	67945	30099
1386	67990	30049
1387	68033	29997
1388	68084	29949
1389	68130	29899
1390	68176	29848
1391	68221	29797
1392	68267	29747
1393	68315	29698
1394	68361	29647
1395	68407	29597
1396	68453	29547
1397	68498	29496
1398	68542	29445
1399	68585	29393
1400	68632	29344
1401	68677	29293
1402	68724	29243
1403	68766	29191
1404	68809	29139
1405	68850	29087
1406	68895	29036
1407	68936	28984
1408	68977	28932
1409	69025	28882
1410	69069	28831
1411	69118	28782
1412	69163	28732
1413	69209	28682
1414	69252	28630
1415	69294	28579
1416	69339	28528
1417	69424	28494
1418	69482	28449
1419	69532	28400
1420	69576	28349
1421	69621	28298
1422	69664	28247
1423	69708	28196
1424	69754	28146
1425	69798	28095
1426	69843	28044
1427	69887	27994
1428	69931	27943
1429	69973	27891
1430	70016	27840
1431	70060	27789
1432	70104	27738
1433	70150	27688
1434	70192	27636
1435	70235	27585
1436	70277	27533
1437	70321	27483
1438	70365	27432
1439	70407	27380
1440	70450	27329
1441	70494	27278
1442	70539	27228
1443	70585	27178
1444	70630	27127
1445	70675	27077
1446	70721	27027
1447	70767	26977
1448	70814	26928
1449	70857	26877
1450	70904	26827
1451	70947	26776
1452	70992	26725
1453	71036	26675
1454	71079	26624
1455	71124	26574
1456	71171	26524
1457	71216	26474
1458	71261	26424
1459	71307	26373
1460	71352	26323
1461	71397	26273
1462	71444	26223
1463	71488	26173
1464	71540	26125
1465	71614	26086
1466	71682	26044
1467	71732	25995
1468	71777	25945
1469	71822	25895
1470	71866	25844
1471	71910	25793
1472	71956	25744
1473	72002	25694
1474	72045	25643
1475	72091	25593
1476	72134	25542
1477	72182	25493
1478	72226	25443
1479	72270	25392
1480	72317	25343
1481	72340	25285
1482	72383	25234
1483	72427	25183
1484	72470	25132
1485	72516	25083
1486	72561	25033
1487	72608	24983
1488	72652	24933
1489	72698	24883
1490	72744	24833
1491	72788	24783
1492	72838	24734
1493	72883	24684
1494	72927	24634
1495	72969	24583
1496	73013	24533
1497	73060	24483
1498	73104	24433
1499	73152	24384
1500	73198	24334
1501	73244	24284
1502	73287	24234
1503	73334	24184
1504	73381	24135
1505	73426	24085
1506	73472	24035
1507	73515	23985
1508	73563	23936
1509	73608	23886
1510	73650	23835
1511	73698	23786
1512	73770	23744
1513	73826	23698
1514	73890	23654
1515	73935	23604
1516	73982	23555
1517	74026	23505
1518	74070	23454
1519	74115	23404
1520	74157	23353
1521	74205	23305
1522	74249	23254
1523	74296	23205
1524	74342	23155
1525	74389	23106
1526	74432	23055
1527	74477	23006
1528	74525	22957
1529	74569	22906
1530	74612	22856
1531	74660	22807
1532	74706	22757
1533	74752	22708
1534	74799	22659
1535	74848	22610
1536	74892	22560
1537	74937	22510
1538	74982	22460
1539	75027	22410
1540	75073	22361
1541	75117	22311
1542	75164	22261
1543	75210	22212
1544	75256	22163
1545	75304	22113
1546	75347	22063
1547	75393	22014
1548	75438	21964
1549	75482	21914
1550	75526	21864
1551	75573	21815
1552	75618	21765
1553	75661	21715
1554	75712	21666
1555	75757	21617
1556	75803	21567
1557	75846	21517
1558	75891	21467
1559	75944	21420
1560	76012	21376
1561	76073	21331
1562	76123	21283
1563	76170	21234
1564	76217	21185
1565	76267	21136
1566	76312	21087
1567	76359	21037
1568	76405	20988
1569	76448	20938
1570	76492	20888
1571	76537	20838
1572	76584	20789
1573	76627	20738
1574	76674	20690
1575	76719	20640
1576	76765	20590
1577	76811	20541
1578	76856	20491
1579	76902	20442
1580	76946	20392
1581	76990	20342
1582	77033	20292
1583	77082	20243
1584	77123	20193
1585	77170	20144
1586	77218	20095
1587	77261	20045
1588	77307	19995
1589	77352	19946
1590	77396	19896
1591	77443	19847
1592	77488	19797
1593	77534	19748
1594	77580	19699
1595	77623	19648
1596	77667	19599
1597	77712	19549
1598	77759	19500
1599	77801	19450
1600	77846	19400
1601	77889	19350
1602	77932	19300
1603	77981	19252
1604	78024	19202
1605	78081	19155
1606	78135	19108
1607	78209	19066
1608	78273	19021
1609	78318	18971
1610	78364	18922
1611	78408	18872
1612	78453	18823
1613	78499	18773
1614	78545	18724
1615	78591	18675
1616	78634	18625
1617	78680	18576
1618	78724	18526
1619	78767	18476
1620	78813	18427
1621	78858	18377
1622	78904	18328
1623	78948	18278
1624	78994	18229
1625	79039	18180
1626	79082	18130
1627	79128	18080
1628	79174	18031
1629	79223	17983
1630	79267	17933
1631	79317	17885
1632	79364	17836
1633	79409	17786
1634	79454	17737
1635	79499	17688
1636	79544	17638
1637	79589	17589
1638	79634	17539
1639	79680	17490
1640	79723	17441
1641	79769	17391
1642	79813	17342
1643	79860	17293
1644	79903	17243
1645	79948	17194
1646	79995	17145
1647	80039	17095
1648	80085	17046
1649	80130	16997
1650	80176	16948
1651	80222	16899
1652	80266	16849
1653	80335	16805
1654	80409	16762
1655	80461	16714
1656	80509	16665
1657	80553	16615
1658	80599	16566
1659	80643	16517
1660	80691	16468
1661	80735	16419
1662	80781	16369
1663	80827	16321
1664	80874	16272
